"full_name","province_or_state","district_id","gender","career","type","election_date","year","exit_year","party_id","legislature_id","Lstart_date","Lend_date","other_names","country_id","institution_id"
"veronique hivon","QC","joliette","f","law","election",2008-12-08,2008,"NA","PQ",39,2008-12-08,2012-08-01,"hivon","CAN","QCASSNAT"
"veronique hivon","QC","joliette","f","law","election",2012-09-04,2012,"NA","PQ",40,2012-09-04,2014-03-05,"hivon","CAN","QCASSNAT"
"veronique hivon","QC","joliette","f","law","election",2014-04-07,2014,"NA","PQ",41,2014-04-07,2018-08-23,"hivon","CAN","QCASSNAT"
"veronique hivon","QC","joliette","f","law","election",2018-10-01,2018,"NA","PQ",42,2018-10-01,2022-08-28,"hivon ; mme hivon","CAN","QCASSNAT"
"fatima houdapepin","QC","lapiniere","f","politics","election",1994-09-12,1994,"2014","PLQ",35,1994-09-12,1998-11-25,"houdapepin","CAN","QCASSNAT"
"fatima houdapepin","QC","lapiniere","f","politics","election",1998-11-30,1998,"2014","PLQ",36,1998-11-30,2003-02-12,"houdapepin","CAN","QCASSNAT"
"fatima houdapepin","QC","lapiniere","f","politics","election",2003-04-14,2003,"2014","PLQ",37,2003-04-14,2007-02-21,"houdapepin","CAN","QCASSNAT"
"fatima houdapepin","QC","lapiniere","f","politics","election",2007-03-26,2007,"2014","PLQ",38,2007-03-26,2008-11-05,"houdapepin","CAN","QCASSNAT"
"fatima houdapepin","QC","lapiniere","f","politics","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"houdapepin","CAN","QCASSNAT"
"fatima houdapepin","QC","lapiniere","f","politics","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"houdapepin","CAN","QCASSNAT"
"patrick huot","QC","vanier","m","politics","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"huot","CAN","QCASSNAT"
"patrick huot","QC","vanierlesrivieres","m","politics","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"huot","CAN","QCASSNAT"
"alexandre iraca","QC","papineau","m","law","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"iraca","CAN","QCASSNAT"
"alexandre iraca","QC","papineau","m","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"iraca","CAN","QCASSNAT"
"claire isabelle","QC","huntingdon","f","education","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"isabelle","CAN","QCASSNAT"
"francois jacques","QC","megantic","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"jacques","CAN","QCASSNAT"
"francois jacques","QC","megantic","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"jacques ; m. jacques ; m.jacques","CAN","QCASSNAT"
"yolande james","QC","nelligan","f","law","byelection",2003-04-14,2003,"2014","PLQ",37,2003-04-14,2007-02-21,"james","CAN","QCASSNAT"
"yolande james","QC","nelligan","f","law","election",2007-03-26,2007,"2014","PLQ",38,2007-03-26,2008-11-05,"james","CAN","QCASSNAT"
"yolande james","QC","nelligan","f","law","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"james","CAN","QCASSNAT"
"yolande james","QC","nelligan","f","law","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"james","CAN","QCASSNAT"
"mireille jean","QC","chicoutimi","f","business","byelection",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"jean","CAN","QCASSNAT"
"chantale jeannotte","QC","labelle","f","politics","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"jeannotte","CAN","QCASSNAT"
"chantale jeannotte","QC","labelle","f","politics","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"jeannotte ; mme jeannotte","CAN","QCASSNAT"
"monique jeromeforget","QC","margueritebourgeoys","f","business","election",1998-11-30,1998,"2009","PLQ",36,1998-11-30,2003-02-12,"jeromeforget","CAN","QCASSNAT"
"monique jeromeforget","QC","margueritebourgeoys","f","business","election",2003-04-14,2003,"2009","PLQ",37,2003-04-14,2007-02-21,"jeromeforget","CAN","QCASSNAT"
"monique jeromeforget","QC","margueritebourgeoys","f","business","election",2007-03-26,2007,"2009","PLQ",38,2007-03-26,2008-11-05,"jeromeforget","CAN","QCASSNAT"
"monique jeromeforget","QC","margueritebourgeoys","f","business","election",2008-12-08,2008,"2009","PLQ",39,2008-12-08,2012-08-01,"jeromeforget","CAN","QCASSNAT"
"daniel johnsonjr","QC","vaudreuil","m","law","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"johnson","CAN","QCASSNAT"
"simon jolinbarrette","QC","borduas","m","law","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"jolinbarrette ; jolibarrette","CAN","QCASSNAT"
"simon jolinbarrette","QC","borduas","m","law","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"jolinbarrette ; jolibarrette ; m. jolinbarette ; m.jolinbarrette","CAN","QCASSNAT"
"simon jolinbarrette","QC","borduas","m","law","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"jolinbarrette ; jolibarrette ; m. jolinbarette ; m.jolinbarrette","CAN","QCASSNAT"
"jeanpierre jolivet","QC","laviolette","m","education","election",1994-09-12,1994,"2001","PQ",35,1994-09-12,1998-11-25,"jolivet","CAN","QCASSNAT"
"jeanpierre jolivet","QC","laviolette","m","education","election",1998-11-30,1998,"2001","PQ",36,1998-11-30,2003-02-12,"jolivet","CAN","QCASSNAT"
"guy julien","QC","troisrivieres","m","business","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"julien","CAN","QCASSNAT"
"guy julien","QC","troisrivieres","m","business","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"julien","CAN","QCASSNAT"
"jonatan julien","QC","charlesbourg","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"julien","CAN","QCASSNAT"
"jonatan julien","QC","charlesbourg","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"julien ; m. julien","CAN","QCASSNAT"
"normand jutras","QC","drummond","m","law","election",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,"jutras","CAN","QCASSNAT"
"normand jutras","QC","drummond","m","law","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"jutras","CAN","QCASSNAT"
"normand jutras","QC","drummond","m","law","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"jutras","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",1994-09-12,1994,"2018","PLQ",35,1994-09-12,1998-11-25,"kelley","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",1998-11-30,1998,"2018","PLQ",36,1998-11-30,2003-02-12,"kelley","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",2003-04-14,2003,"2018","PLQ",37,2003-04-14,2007-02-21,"kelley","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"kelley","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"kelley","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"kelley","CAN","QCASSNAT"
"geoffrey kelley","QC","jacquescartier","m","education","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"kelley","CAN","QCASSNAT"
"gregory kelley","QC","jacquescartier","m","politics","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"kelley","CAN","QCASSNAT"
"gregory kelley","QC","jacquescartier","m","politics","election",2022-10-03,2022,"NA","PLQ",43,NA,NA,"kelley ; m. kelly ; m.kelly","CAN","QCASSNAT"
"amir khadir","QC","mercier","m","medicine","election",2008-12-08,2008,"2018","QS",39,2008-12-08,2012-08-01,"khadir","CAN","QCASSNAT"
"amir khadir","QC","mercier","m","medicine","election",2012-09-04,2012,"2018","QS",40,2012-09-04,2014-03-05,"khadir","CAN","QCASSNAT"
"amir khadir","QC","mercier","m","medicine","election",2014-04-07,2014,"2018","QS",41,2014-04-07,2018-08-23,"khadir","CAN","QCASSNAT"
"robert kieffer","QC","groulx","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"kieffer","CAN","QCASSNAT"
"robert kieffer","QC","groulx","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"kieffer","CAN","QCASSNAT"
"maka kotto","QC","bourget","m","artist","byelection",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"kotto","CAN","QCASSNAT"
"maka kotto","QC","bourget","m","artist","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"kotto","CAN","QCASSNAT"
"maka kotto","QC","bourget","m","artist","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"kotto","CAN","QCASSNAT"
"maka kotto","QC","bourget","m","artist","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"kotto","CAN","QCASSNAT"
"gilles labbe","QC","masson","m","publicservice","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"labbe","CAN","QCASSNAT"
"christine labrie","QC","sherbrooke","f","education","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"labrie","CAN","QCASSNAT"
"christine labrie","QC","sherbrooke","f","education","election",2022-10-03,2022,"NA","QS",43,NA,NA,"labrie mme labrie","CAN","QCASSNAT"
"claude lachance","QC","bellechasse","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"lachance","CAN","QCASSNAT"
"claude lachance","QC","bellechasse","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"lachance","CAN","QCASSNAT"
"stephanie lachance","QC","bellechasse","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lachance","CAN","QCASSNAT"
"stephanie lachance","QC","bellechasse","f","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lachance ; mme lachance","CAN","QCASSNAT"
"mathieu lacombe","QC","papineau","m","journalism","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lacombe","CAN","QCASSNAT"
"mathieu lacombe","QC","papineau","m","journalism","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lacombe ; m. lacombe ; m.lacombe","CAN","QCASSNAT"
"andree laforest","QC","chicoutimi","f","education","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"laforest","CAN","QCASSNAT"
"andree laforest","QC","chicoutimi","f","education","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"laforest ; mme laforest","CAN","QCASSNAT"
"mario laframboise","QC","blainville","m","notarialpractice","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"laframboise","CAN","QCASSNAT"
"mario laframboise","QC","blainville","m","notarialpractice","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"laframboise","CAN","QCASSNAT"
"mario laframboise","QC","blainville","m","notarialpractice","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"laframboise ; m. laframboise ; m.laframboise","CAN","QCASSNAT"
"ian lafreniere","QC","vachon","m",NA,"election",2018-10-01,2018,"NA","CAQ",42,NA,NA,"lafreniere ; m. lafreniere ; m.lafreniere ; m lafreniere","CAN","QCASSNAT"
"ian lafreniere","QC","vachon","m",NA,"election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lafreniere ; m. lafreniere ; m.lafreniere ; m lafreniere","CAN","QCASSNAT"
"rejean lafreniere","QC","gatineau","m","business","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"lafreniere","CAN","QCASSNAT"
"rejean lafreniere","QC","gatineau","m","business","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"lafreniere","CAN","QCASSNAT"
"rejean lafreniere","QC","gatineau","m","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"lafreniere","CAN","QCASSNAT"
"diane lamarre","QC","taillon","f","pharmacy","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"lamarre","CAN","QCASSNAT"
"andre lamontagne","QC","johnson","m","business","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"lamontagne","CAN","QCASSNAT"
"andre lamontagne","QC","johnson","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lamontagne","CAN","QCASSNAT"
"andre lamontagne","QC","johnson","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lamontagne ; m. lamontagne ; m.lamontagne","CAN","QCASSNAT"
"denis lamothe","QC","ungava","m","police","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lamothe","CAN","QCASSNAT"
"denis lamothe","QC","ungava","m","police","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lamothe ; m.lamothe ; m.lamothe","CAN","QCASSNAT"
"jeansebastien lamoureux","QC","anjou","m","law","election",1998-11-30,1998,"2001","PLQ",36,1998-11-30,2003-02-12,"lamoureux","CAN","QCASSNAT"
"michele lamquinethier","QC","bourassa","f","law","byelection",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"lamquinethier","CAN","QCASSNAT"
"michele lamquinethier","QC","bourassa","f","law","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"lamquinethier","CAN","QCASSNAT"
"michele lamquinethier","QC","cremazie","f","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"lamquinethier","CAN","QCASSNAT"
"bernard landry","QC","vercheres","m","law","election",1994-09-12,1994,"2005","PQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"bernard landry","QC","vercheres","m","law","election",1998-11-30,1998,"2005","PQ",36,1998-11-30,2003-02-12,"landry","CAN","QCASSNAT"
"bernard landry","QC","vercheres","m","law","election",2003-04-14,2003,"2005","PQ",37,2003-04-14,2007-02-21,"landry","CAN","QCASSNAT"
"marcel landry","QC","bonaventure","m","business","byelection",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"marcel landry","QC","bonaventure","m","business","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"linda lapointe","QC","groulx","f","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,NA,"CAN","QCASSNAT"
"lisette lapointe","QC","cremazie","f","education","election",2007-03-26,2007,"2012","PQ",38,2007-03-26,2008-11-05,NA,"CAN","QCASSNAT"
"lisette lapointe","QC","cremazie","f","education","election",2008-12-08,2008,"2012","PQ",39,2008-12-08,2012-08-01,"lapointe","CAN","QCASSNAT"
"eric laporte","QC","lassomption","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"laporte","CAN","QCASSNAT"
"pierreetienne laporte","QC","outremont","m","education","byelection",1994-09-12,1994,"2003","PLQ",35,1994-09-12,1998-11-25,"laporte","CAN","QCASSNAT"
"pierreetienne laporte","QC","outremont","m","education","election",1998-11-30,1998,"2003","PLQ",36,1998-11-30,2003-02-12,"laporte","CAN","QCASSNAT"
"benoit laprise","QC","roberval","m","agriculture","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"laprise","CAN","QCASSNAT"
"benoit laprise","QC","roberval","m","agriculture","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"laprise","CAN","QCASSNAT"
"elizabeth larouche","QC","abitibiest","f","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"larouche","CAN","QCASSNAT"
"camille laurin","QC","bourget","m","medicine","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"laurin","CAN","QCASSNAT"
"lise lavallee","QC","repentigny","f","notarialpractice","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"lavallee","CAN","QCASSNAT"
"lise lavallee","QC","repentigny","f","notarialpractice","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lavallee","CAN","QCASSNAT"
"denis lazure","QC","laprairie","m","medicine","election",1994-09-12,1994,"1996","PQ",35,1994-09-12,1998-11-25,"lazure","CAN","QCASSNAT"
"stephane lebouyonnec","QC","laprairie","m","engineering","election",2012-09-04,2012,"2014","CAQ",40,2012-09-04,2014-03-05,"lebouyonnec ; m. le bouyonnec ; m.le bouyonnec ; m.lebouyonnec ; le bouyonnec","CAN","QCASSNAT"
"richard lehir","QC","iberville","m","business","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"lehir","CAN","QCASSNAT"
"harold lebel","QC","rimouski","m","communitywork","election",2014-04-07,2014,"NA","PQ",41,2014-04-07,2018-08-23,"lebel","CAN","QCASSNAT"
"harold lebel","QC","rimouski","m","communitywork","election",2018-10-01,2018,"NA","PQ",42,2018-10-01,2022-08-28,"m. lebel","CAN","QCASSNAT"
"sonia lebel","QC","champlain","f","law","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"mme lebel","CAN","QCASSNAT"
"sonia lebel","QC","champlain","f","law","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"mme lebel","CAN","QCASSNAT"
"diane leblanc","QC","beaucesud","f","business","byelection",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"leblanc","CAN","QCASSNAT"
"diane leblanc","QC","beaucesud","f","business","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"leblanc","CAN","QCASSNAT"
"diane leblanc","QC","beaucesud","f","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"leblanc","CAN","QCASSNAT"
"lucie leblanc","QC","deuxmontagnes","f","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"leblanc","CAN","QCASSNAT"
"guy leclair","QC","beauharnois","m","business","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"leclair","CAN","QCASSNAT"
"guy leclair","QC","beauharnois","m","business","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"leclair","CAN","QCASSNAT"
"guy leclair","QC","beauharnois","m","business","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"leclair","CAN","QCASSNAT"
"isabelle lecours","QC","lotbinierefrontenac","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lecours","CAN","QCASSNAT"
"isabelle lecours","QC","lotbinierefrontenac","f","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lecours ; mme lecours","CAN","QCASSNAT"
"lucie lecours","QC","lesplaines","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,NA,"CAN","QCASSNAT"
"lucie lecours","QC","lesplaines","f","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,NA,"CAN","QCASSNAT"
"charlotte lecuyer","QC","pontiac","f","communitywork","election",2003-04-14,2003,"2014","PLQ",37,2003-04-14,2007-02-21,"lecuyer","CAN","QCASSNAT"
"charlotte lecuyer","QC","pontiac","f","communitywork","election",2007-03-26,2007,"2014","PLQ",38,2007-03-26,2008-11-05,NA,"CAN","QCASSNAT"
"charlotte lecuyer","QC","pontiac","f","communitywork","election",2008-12-08,2008,"2014","PLQ",39,2008-12-08,2012-08-01,"lecuyer","CAN","QCASSNAT"
"charlotte lecuyer","QC","pontiac","f","communitywork","election",2012-09-04,2012,"2014","PLQ",40,2012-09-04,2014-03-05,"lecuyer ; mme lecuyer","CAN","QCASSNAT"
"claude lecuyer","QC","sainthyacinthe","m","law","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"lecuyer ; m. lecuyer ; m.lecuyer","CAN","QCASSNAT"
"alexandre leduc","QC","hochelagamaisonneuve","m","unionism","election",2018-10-01,2018,"NA","QS",42,2018-10-01,2022-08-28,"leduc","CAN","QCASSNAT"
"alexandre leduc","QC","hochelagamaisonneuve","m","unionism","election",2022-10-03,2022,"NA","QS",43,NA,NA,"leduc ; m. leduc ; m.leduc","CAN","QCASSNAT"
"lyse leduc","QC","milleiles","f","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"leduc","CAN","QCASSNAT"
"lyse leduc","QC","milleiles","f","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"leduc","CAN","QCASSNAT"
"elsie lefebvre","QC","laurierdorion","f","politics","byelection",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"lefebvre","CAN","QCASSNAT"
"eric lefebvre","QC","arthabaska","m","business","byelection",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"lefebvre","CAN","QCASSNAT"
"eric lefebvre","QC","arthabaska","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lefebvre","CAN","QCASSNAT"
"roger lefebvre","QC","frontenac","m","law","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"lefebvre","CAN","QCASSNAT"
"sylvain legare","QC","vanier","m","business","byelection",2003-04-14,2003,"2008","ADQ",37,2003-04-14,2007-02-21,"legare","CAN","QCASSNAT"
"sylvain legare","QC","vanier","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"legare","CAN","QCASSNAT"
"diane legault","QC","chambly","f","dentalmedicine","election",2003-04-14,2003,"2006","PLQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"francois legault","QC","rousseau","m","business","election",1998-11-30,1998,"NA","PQ",36,1998-11-30,2003-02-12,"legault","CAN","QCASSNAT"
"francois legault","QC","rousseau","m","business","election",2003-04-14,2003,"NA","PQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"francois legault","QC","rousseau","m","business","election",2007-03-26,2007,"NA","PQ",38,2007-03-26,2008-11-05,"legault","CAN","QCASSNAT"
"francois legault","QC","rousseau","m","business","election",2008-12-08,2008,"NA","PQ",39,2008-12-08,2012-08-01,"legault","CAN","QCASSNAT"
"francois legault","QC","lassomption","m","business","election",2012-09-04,2012,"NA","CAQ",40,2012-09-04,2014-03-05,"legault","CAN","QCASSNAT"
"francois legault","QC","lassomption","m","business","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"legault","CAN","QCASSNAT"
"francois legault","QC","lassomption","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"legault ; m. legault ; m.legault","CAN","QCASSNAT"
"francois legault","QC","lassomption","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"legault ; m. legault ; m.legault","CAN","QCASSNAT"
"richard legendre","QC","blainville","m","athlete","byelection",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"legendre","CAN","QCASSNAT"
"richard legendre","QC","blainville","m","athlete","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"legendre","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","byelection",1994-09-12,1994,"2006","PQ",35,1994-09-12,1998-11-25,"leger","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","election",1998-11-30,1998,"2006","PQ",36,1998-11-30,2003-02-12,"leger","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","election",2003-04-14,2003,"2006","PQ",37,2003-04-14,2007-02-21,"leger","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","byelection",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"leger","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"leger","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"leger","CAN","QCASSNAT"
"nicole leger","QC","pointeauxtrembles","f","education","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"leger","CAN","QCASSNAT"
"gilles lehouillier","QC","levis","m","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"lehouillier","CAN","QCASSNAT"
"carlos leitao","QC","robertbaldwin","m","business","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"leitao","CAN","QCASSNAT"
"carlos leitao","QC","robertbaldwin","m","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"m. leitao ; carlos j. leitao ; carlos j. leitao replique ; carlos j. leitao suite ; carlos j. leitao replique 1 ; leitao ; carlos j. leitao 1","CAN","QCASSNAT"
"gaetan lelievre","QC","gaspe","m","business","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"lelievre","CAN","QCASSNAT"
"gaetan lelievre","QC","gaspe","m","business","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"lelievre","CAN","QCASSNAT"
"guy lelievre","QC","gaspe","m","law","election",1994-09-12,1994,"2008","PQ",35,1994-09-12,1998-11-25,"lelievre","CAN","QCASSNAT"
"guy lelievre","QC","gaspe","m","law","election",1998-11-30,1998,"2008","PQ",36,1998-11-30,2003-02-12,"lelievre","CAN","QCASSNAT"
"guy lelievre","QC","gaspe","m","law","election",2003-04-14,2003,"2008","PQ",37,2003-04-14,2007-02-21,"lelievre","CAN","QCASSNAT"
"guy lelievre","QC","gaspe","m","law","election",2007-03-26,2007,"2008","PQ",38,2007-03-26,2008-11-05,"lelievre","CAN","QCASSNAT"
"martin lemay","QC","saintemariesaintjacques","m","politics","byelection",2003-04-14,2003,"2012","PQ",37,2003-04-14,2007-02-21,"lemay","CAN","QCASSNAT"
"martin lemay","QC","saintemariesaintjacques","m","politics","election",2007-03-26,2007,"2012","PQ",38,2007-03-26,2008-11-05,"lemay","CAN","QCASSNAT"
"martin lemay","QC","saintemariesaintjacques","m","politics","election",2008-12-08,2008,"2012","PQ",39,2008-12-08,2012-08-01,"lemay","CAN","QCASSNAT"
"mathieu lemay","QC","masson","m","engineering","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"lemay","CAN","QCASSNAT"
"mathieu lemay","QC","masson","m","engineering","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lemay","CAN","QCASSNAT"
"mathieu lemay","QC","masson","m","engineering","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lemay ; m. lemay ; m.lemay","CAN","QCASSNAT"
"diane lemieux","QC","bourget","f","communitywork","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"lemieux","CAN","QCASSNAT"
"diane lemieux","QC","bourget","f","communitywork","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"lemieux","CAN","QCASSNAT"
"diane lemieux","QC","bourget","f","communitywork","election",2007-03-26,2007,"2007","PQ",38,2007-03-26,2008-11-05,"lemieux","CAN","QCASSNAT"
"louis lemieux","QC","saintjean","m","journalism","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"lemieux","CAN","QCASSNAT"
"louis lemieux","QC","saintjean","m","journalism","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"lemieux ; m.lemieux ; m. lemieux","CAN","QCASSNAT"
"jacques leonard","QC","labelle","m","business","election",1994-09-12,1994,"2001","PQ",35,1994-09-12,1998-11-25,"leonard","CAN","QCASSNAT"
