"full_name","province_or_state","district_id","gender","career","type","election_date","year","exit_year","party_id","legislature_id","Lstart_date","Lend_date","other_names","country_id","institution_id"
"julie boulet","QC","laviolette","f","pharmacy","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"boulet","CAN","QCASSNAT"
"julie boulet","QC","laviolette","f","pharmacy","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"boulet","CAN","QCASSNAT"
"julie boulet","QC","laviolette","f","pharmacy","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"boulet","CAN","QCASSNAT"
"julie boulet","QC","laviolette","f","pharmacy","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"boulet","CAN","QCASSNAT"
"marc boulianne","QC","frontenac","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"boulianne","CAN","QCASSNAT"
"andre bourbeau","QC","laporte","m","notarialpractice","election",1994-09-12,1994,"2003","PLQ",35,1994-09-12,1998-11-25,"bourbeau","CAN","QCASSNAT"
"andre bourbeau","QC","laporte","m","notarialpractice","election",1998-11-30,1998,"2003","PLQ",36,1998-11-30,2003-02-12,NA,"CAN","QCASSNAT"
"marc bourcier","QC","saintjerome","m","education","byelection",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"bourcier","CAN","QCASSNAT"
"alexandre bourdeau","QC","berthier","m","education","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"bourdeau","CAN","QCASSNAT"
"michel bourdon","QC","pointeauxtrembles","m","journalism","election",1994-09-12,1994,"1996","PQ",35,1994-09-12,1998-11-25,"bourdon","CAN","QCASSNAT"
"guy bourgeois","QC","abitibiest","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"bourgeois","CAN","QCASSNAT"
"joelle boutin","QC","jeantalon","f","business","byelection",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"boutin","CAN","QCASSNAT"
"joelle boutin","QC","jeantalon","f","business","election",2022-10-03,2022,"45138","CAQ",43,NA,NA,"boutin ; mme.boutin ; mme boutin","CAN","QCASSNAT"
"jacques brassard","QC","lacsaintjean","m","education","election",1994-09-12,1994,"2002","PQ",35,1994-09-12,1998-11-25,"brassard","CAN","QCASSNAT"
"jacques brassard","QC","lacsaintjean","m","education","election",1998-11-30,1998,"2002","PQ",36,1998-11-30,2003-02-12,"brassard","CAN","QCASSNAT"
"daniel breton","QC","saintemariesaintjacques","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"breton","CAN","QCASSNAT"
"levis brien","QC","rousseau","m","business","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"brien","CAN","QCASSNAT"
"bernard brodeur","QC","shefford","m","notarialpractice","byelection",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"brodeur","CAN","QCASSNAT"
"bernard brodeur","QC","shefford","m","notarialpractice","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"brodeur","CAN","QCASSNAT"
"bernard brodeur","QC","shefford","m","notarialpractice","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"brodeur","CAN","QCASSNAT"
"bernard brodeur","QC","shefford","m","notarialpractice","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"brodeur","CAN","QCASSNAT"
"raymond brouillet","QC","chauveau","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"brouillet","CAN","QCASSNAT"
"raymond brouillet","QC","chauveau","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"brouillet","CAN","QCASSNAT"
"leo bureaublouin","QC","lavaldesrapides","m","law","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"bureaublouin","CAN","QCASSNAT"
"paul busque","QC","beaucesud","m","business","byelection",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"busque","CAN","QCASSNAT"
"robert bussiere","QC","gatineau","m","politics","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"bussiere","CAN","QCASSNAT"
"robert bussiere","QC","gatineau","m","politics","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"bussiere ; m.bussiere ; m. bussiere","CAN","QCASSNAT"
"eric caire","QC","lapeltrie","m","computerscience","election",2007-03-26,2007,"NA","ADQ",38,2007-03-26,2008-11-05,"caire","CAN","QCASSNAT"
"eric caire","QC","lapeltrie","m","computerscience","election",2008-12-08,2008,"NA","ADQ",39,2008-12-08,2012-08-01,"caire","CAN","QCASSNAT"
"eric caire","QC","lapeltrie","m","computerscience","election",2012-09-04,2012,"NA","CAQ",40,2012-09-04,2014-03-05,"caire","CAN","QCASSNAT"
"eric caire","QC","lapeltrie","m","computerscience","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"caire","CAN","QCASSNAT"
"eric caire","QC","lapeltrie","m","computerscience","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"caire","CAN","QCASSNAT"
"eric caire","QC","lapeltrie","m","computerscience","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"caire ; m.caire ; m. caire","CAN","QCASSNAT"
"martin camirand","QC","prevost","m","education","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"camirand","CAN","QCASSNAT"
"jean campeau","QC","cremazie","m","business","election",1994-09-12,1994,"1998","PQ",35,1994-09-12,1998-11-25,"campeau","CAN","QCASSNAT"
"serge cardin","QC","sherbrooke","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"cardin","CAN","QCASSNAT"
"lionel carmant","QC","taillon","m","medicine","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"carmant ; m. carmant ; m.carmant","CAN","QCASSNAT"
"lionel carmant","QC","taillon","m","medicine","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"carmant ; m. carmant ; m.carmant","CAN","QCASSNAT"
"jocelyne caron","QC","terrebonne","f","education","election",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,"caron","CAN","QCASSNAT"
"jocelyne caron","QC","terrebonne","f","education","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,"caron","CAN","QCASSNAT"
"jocelyne caron","QC","terrebonne","f","education","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"caron","CAN","QCASSNAT"
"vincent caron","QC","portneuf","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"caron","CAN","QCASSNAT"
"marc carriere","QC","chapleau","m","business","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"carriere","CAN","QCASSNAT"
"marc carriere","QC","chapleau","m","business","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"carriere","CAN","QCASSNAT"
"marc carriere","QC","chapleau","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"carriere","CAN","QCASSNAT"
"denise carrierperreault","QC","chutesdelachaudiere","f","business","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"carrierperreault","CAN","QCASSNAT"
"denise carrierperreault","QC","chutesdelachaudiere","f","business","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"carrierperreault","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",1994-09-12,1994,"2018","PLQ",35,1994-09-12,1998-11-25,"chagnon","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",1998-11-30,1998,"2018","PLQ",36,1998-11-30,2003-02-12,"chagnon","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",2003-04-14,2003,"2018","PLQ",37,2003-04-14,2007-02-21,"chagnon","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"chagnon","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"chagnon","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"chagnon","CAN","QCASSNAT"
"jacques chagnon","QC","westmountsaintlouis","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"chagnon","CAN","QCASSNAT"
"denis chalifoux","QC","bertrand","m","business","byelection",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"chalifoux","CAN","QCASSNAT"
"noella champagne","QC","champlain","f","education","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,"champagne","CAN","QCASSNAT"
"noella champagne","QC","champlain","f","education","election",2008-12-08,2008,"2014","PQ",39,2008-12-08,2012-08-01,"champagne","CAN","QCASSNAT"
"noella champagne","QC","champlain","f","education","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"champagne","CAN","QCASSNAT"
"gilles chapadeau","QC","rouynnorandatemiscamingue","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"chapadeau","CAN","QCASSNAT"
"eric charbonneau","QC","johnson","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"charbonneau","CAN","QCASSNAT"
"francine charbonneau","QC","milleiles","f","business","election",2008-12-08,2008,"NA","PLQ",39,2008-12-08,2012-08-01,"charbonneau","CAN","QCASSNAT"
"francine charbonneau","QC","milleiles","f","business","election",2012-09-04,2012,"NA","PLQ",40,2012-09-04,2014-03-05,"charbonneau","CAN","QCASSNAT"
"francine charbonneau","QC","milleiles","f","business","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,"charbonneau","CAN","QCASSNAT"
"francine charbonneau","QC","milleiles","f","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"mmecharbonneau","CAN","QCASSNAT"
"jeanpierre charbonneau","QC","borduas","m","journalism","election",1994-09-12,1994,"2006","PQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"jeanpierre charbonneau","QC","borduas","m","journalism","election",1998-11-30,1998,"2006","PQ",36,1998-11-30,2003-02-12,"charbonneau","CAN","QCASSNAT"
"jeanpierre charbonneau","QC","borduas","m","journalism","election",2003-04-14,2003,"2006","PQ",37,2003-04-14,2007-02-21,"charbonneau","CAN","QCASSNAT"
"yvon charbonneau","QC","bourassa","m","education","election",1994-09-12,1994,"1997","PLQ",35,1994-09-12,1998-11-25,NA,"CAN","QCASSNAT"
"jean charest","QC","sherbrooke","m","law","election",1998-11-30,1998,"2012","PLQ",36,1998-11-30,2003-02-12,NA,"CAN","QCASSNAT"
"jean charest","QC","sherbrooke","m","law","election",2003-04-14,2003,"2012","PLQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"jean charest","QC","sherbrooke","m","law","election",2007-03-26,2007,"2012","PLQ",38,2007-03-26,2008-11-05,"charest","CAN","QCASSNAT"
"jean charest","QC","sherbrooke","m","law","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"charest","CAN","QCASSNAT"
"nancy charest","QC","matane","f","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"solange charest","QC","rimouski","f","business","election",1994-09-12,1994,"2007","PQ",35,1994-09-12,1998-11-25,"charest","CAN","QCASSNAT"
"solange charest","QC","rimouski","f","business","election",1998-11-30,1998,"2007","PQ",36,1998-11-30,2003-02-12,NA,"CAN","QCASSNAT"
"solange charest","QC","rimouski","f","business","election",2003-04-14,2003,"2007","PQ",37,2003-04-14,2007-02-21,NA,"CAN","QCASSNAT"
"benoit charette","QC","deuxmontagnes","m","business","election",2008-12-08,2008,"NA","PQ",39,2008-12-08,2012-08-01,"charette","CAN","QCASSNAT"
"benoit charette","QC","deuxmontagnes","m","business","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"charette","CAN","QCASSNAT"
"benoit charette","QC","deuxmontagnes","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"charette","CAN","QCASSNAT"
"benoit charette","QC","deuxmontagnes","m","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"charrette ; m. charrette ; m.charette","CAN","QCASSNAT"
"lucie charlebois","QC","soulanges","f","business","election",2003-04-14,2003,"2018","PLQ",37,2003-04-14,2007-02-21,"charlebois","CAN","QCASSNAT"
"lucie charlebois","QC","soulanges","f","business","election",2007-03-26,2007,"2018","PLQ",38,2007-03-26,2008-11-05,"charlebois","CAN","QCASSNAT"
"lucie charlebois","QC","soulanges","f","business","election",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"charlebois","CAN","QCASSNAT"
"lucie charlebois","QC","soulanges","f","business","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"charlebois","CAN","QCASSNAT"
"lucie charlebois","QC","soulanges","f","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"charlebois","CAN","QCASSNAT"
"mariechantal chasse","QC","chateauguay","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"chasse","CAN","QCASSNAT"
"youri chassin","QC","saintjerome","m","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"chassin","CAN","QCASSNAT"
"youri chassin","QC","saintjerome","m","business","election",2022-10-03,2022,"NA","IND",43,NA,NA,"chassin ; m. chassin ; m.chassin","CAN","QCASSNAT"
"andre chenail","QC","beauharnoishuntingdon","m","business","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"chenail","CAN","QCASSNAT"
"andre chenail","QC","beauharnoishuntingdon","m","business","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"chenail","CAN","QCASSNAT"
"andre chenail","QC","huntingdon","m","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"chenail","CAN","QCASSNAT"
"normand cherry","QC","saintlaurent","m","business","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"cherry","CAN","QCASSNAT"
"germain chevarie","QC","ilesdelamadeleine","m","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"chevarie","CAN","QCASSNAT"
"germain chevarie","QC","ilesdelamadeleine","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"chevarie","CAN","QCASSNAT"
"guy chevrette","QC","joliette","m","education","election",1994-09-12,1994,"2002","PQ",35,1994-09-12,1998-11-25,"chevrette","CAN","QCASSNAT"
"guy chevrette","QC","joliette","m","education","election",1998-11-30,1998,"2002","PQ",36,1998-11-30,2003-02-12,"chevrette","CAN","QCASSNAT"
"roch cholette","QC","hull","m","business","election",1998-11-30,1998,"2008","PLQ",36,1998-11-30,2003-02-12,"cholette","CAN","QCASSNAT"
"roch cholette","QC","hull","m","business","election",2003-04-14,2003,"2008","PLQ",37,2003-04-14,2007-02-21,"cholette","CAN","QCASSNAT"
"roch cholette","QC","hull","m","business","election",2007-03-26,2007,"2008","PLQ",38,2007-03-26,2008-11-05,"cholette","CAN","QCASSNAT"
"john ciaccia","QC","montroyal","m","law","election",1994-09-12,1994,"1998","PLQ",35,1994-09-12,1998-11-25,"ciaccia","CAN","QCASSNAT"
"enrico ciccone","QC","marquette","m","athlete","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"ciccone ; m. ciccone ; m.ciccone","CAN","QCASSNAT"
"enrico ciccone","QC","marquette","m","athlete","election",2022-10-03,2022,"NA","PLQ",43,NA,NA,"ciccone ; m. ciccone ; m.ciccone","CAN","QCASSNAT"
"jeanmarie claveau","QC","dubuc","m","business","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"claveau","CAN","QCASSNAT"
"maurice clermont","QC","milleiles","m","business","election",2003-04-14,2003,"2008","PLQ",37,2003-04-14,2007-02-21,"clermont","CAN","QCASSNAT"
"maurice clermont","QC","milleiles","m","business","election",2007-03-26,2007,"2008","PLQ",38,2007-03-26,2008-11-05,"clermont","CAN","QCASSNAT"
"david cliche","QC","vimont","m","business","election",1994-09-12,1994,"2002","PQ",35,1994-09-12,1998-11-25,"cliche","CAN","QCASSNAT"
"david cliche","QC","vimont","m","business","election",1998-11-30,1998,"2002","PQ",36,1998-11-30,2003-02-12,"cliche","CAN","QCASSNAT"
"alexandre cloutier","QC","lacsaintjean","m","law","election",2007-03-26,2007,"2018","PQ",38,2007-03-26,2008-11-05,"cloutier","CAN","QCASSNAT"
"alexandre cloutier","QC","lacsaintjean","m","law","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"cloutier","CAN","QCASSNAT"
"alexandre cloutier","QC","lacsaintjean","m","law","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"cloutier","CAN","QCASSNAT"
"alexandre cloutier","QC","lacsaintjean","m","law","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"cloutier","CAN","QCASSNAT"
"martin coiteux","QC","nelligan","m","business","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"coiteux","CAN","QCASSNAT"
"russell copeman","QC","notredamedegrace","m","business","election",1994-09-12,1994,"2008","PLQ",35,1994-09-12,1998-11-25,"copeman","CAN","QCASSNAT"
"russell copeman","QC","notredamedegrace","m","business","election",1998-11-30,1998,"2008","PLQ",36,1998-11-30,2003-02-12,"copeman","CAN","QCASSNAT"
"russell copeman","QC","notredamedegrace","m","business","election",2003-04-14,2003,"2008","PLQ",37,2003-04-14,2007-02-21,"copeman","CAN","QCASSNAT"
"russell copeman","QC","notredamedegrace","m","business","election",2007-03-26,2007,"2008","PLQ",38,2007-03-26,2008-11-05,"copeman","CAN","QCASSNAT"
"pierre corbeil","QC","abitibiest","m","medicine","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"corbeil","CAN","QCASSNAT"
"pierre corbeil","QC","abitibiest","m","medicine","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"corbeil","CAN","QCASSNAT"
"francois corriveau","QC","saguenay","m","law","byelection",1998-11-30,1998,"2003","ADQ",36,1998-11-30,2003-02-12,"corriveau","CAN","QCASSNAT"
"jacques cote","QC","dubuc","m","notarialpractice","election",1998-11-30,1998,"2008","PQ",36,1998-11-30,2003-02-12,NA,"CAN","QCASSNAT"
"jacques cote","QC","dubuc","m","notarialpractice","election",2003-04-14,2003,"2008","PQ",37,2003-04-14,2007-02-21,"cote","CAN","QCASSNAT"
"jacques cote","QC","dubuc","m","notarialpractice","election",2007-03-26,2007,"2008","PQ",38,2007-03-26,2008-11-05,"cote","CAN","QCASSNAT"
"michel cote","QC","lapeltrie","m","business","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"cote","CAN","QCASSNAT"
"michel cote","QC","lapeltrie","m","business","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,NA,"CAN","QCASSNAT"
"philippe couillard","QC","montroyal","m","medicine","election",2003-04-14,2003,"2008","PLQ",37,2003-04-14,2007-02-21,"couillard","CAN","QCASSNAT"
"philippe couillard","QC","jeantalon","m","medicine","election",2007-03-26,2007,"2008","PLQ",38,2007-03-26,2008-11-05,"couillard","CAN","QCASSNAT"
"philippe couillard","QC","outremont","m","medicine","byelection",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"couillard","CAN","QCASSNAT"
"philippe couillard","QC","roberval","m","medicine","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"couillard","CAN","QCASSNAT"
"philippe couillard","QC","roberval","m","medicine","election",2018-10-01,2018,"2018","PLQ",42,2018-10-01,2022-08-28,"couillard","CAN","QCASSNAT"
"michelle courchesne","QC","fabre","f","business","election",2003-04-14,2003,"2012","PLQ",37,2003-04-14,2007-02-21,"courchesne","CAN","QCASSNAT"
"michelle courchesne","QC","fabre","f","business","election",2007-03-26,2007,"2012","PLQ",38,2007-03-26,2008-11-05,"courchesne","CAN","QCASSNAT"
"michelle courchesne","QC","fabre","f","business","election",2008-12-08,2008,"2012","PLQ",39,2008-12-08,2012-08-01,"courchesne","CAN","QCASSNAT"
"claude cousineau","QC","bertrand","m","education","election",1998-11-30,1998,"2018","PQ",36,1998-11-30,2003-02-12,"cousineau","CAN","QCASSNAT"
"claude cousineau","QC","bertrand","m","education","election",2003-04-14,2003,"2018","PQ",37,2003-04-14,2007-02-21,"cousineau","CAN","QCASSNAT"
"claude cousineau","QC","bertrand","m","education","election",2007-03-26,2007,"2018","PQ",38,2007-03-26,2008-11-05,"cousineau","CAN","QCASSNAT"
"claude cousineau","QC","bertrand","m","education","election",2008-12-08,2008,"2018","PQ",39,2008-12-08,2012-08-01,"cousineau","CAN","QCASSNAT"
"claude cousineau","QC","bertrand","m","education","election",2012-09-04,2012,"2018","PQ",40,2012-09-04,2014-03-05,"cousineau","CAN","QCASSNAT"
"claude cousineau","QC","bertrand","m","education","election",2014-04-07,2014,"2018","PQ",41,2014-04-07,2018-08-23,"cousineau","CAN","QCASSNAT"
"pierre curzi","QC","borduas","m","artist","election",2007-03-26,2007,"2012","PQ",38,2007-03-26,2008-11-05,"curzi","CAN","QCASSNAT"
"pierre curzi","QC","borduas","m","artist","election",2008-12-08,2008,"2012","PQ",39,2008-12-08,2012-08-01,"curzi","CAN","QCASSNAT"
"william cusano","QC","viau","m","education","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"cusano","CAN","QCASSNAT"
"william cusano","QC","viau","m","education","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"cusano","CAN","QCASSNAT"
"william cusano","QC","viau","m","education","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"cusano","CAN","QCASSNAT"
"jean damour","QC","riviereduloup","m","journalism","byelection",2008-12-08,2008,"2018","PLQ",39,2008-12-08,2012-08-01,"damour","CAN","QCASSNAT"
"jean damour","QC","rivieredulouptemiscouata","m","journalism","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"damour","CAN","QCASSNAT"
"jean damour","QC","rivieredulouptemiscouata","m","journalism","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"damour","CAN","QCASSNAT"
"sylvie damours","QC","mirabel","f","business","election",2014-04-07,2014,"NA","CAQ",41,2014-04-07,2018-08-23,"damours","CAN","QCASSNAT"
"sylvie damours","QC","mirabel","f","business","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"damours ; mme damours","CAN","QCASSNAT"
"sylvie damours","QC","mirabel","f","business","election",2022-10-03,2022,"NA","CAQ",43,NA,NA,"damours ; mme damours","CAN","QCASSNAT"
"jean damphousse","QC","maskinonge","m","business","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"damphousse","CAN","QCASSNAT"
"helene daneault","QC","groulx","f","medicine","election",2012-09-04,2012,"2014","CAQ",40,2012-09-04,2014-03-05,"daneault","CAN","QCASSNAT"
"suzanne dansereau","QC","vercheres","f","politics","election",2018-10-01,2018,"NA","CAQ",42,2018-10-01,2022-08-28,"dansereau","CAN","QCASSNAT"
"jacques daoust","QC","verdun","m","business","election",2014-04-07,2014,"2016","PLQ",41,2014-04-07,2018-08-23,"daoust","CAN","QCASSNAT"
"francoise david","QC","gouin","f","communitywork","election",2012-09-04,2012,"2017","QS",40,2012-09-04,2014-03-05,"david","CAN","QCASSNAT"
"francoise david","QC","gouin","f","communitywork","election",2014-04-07,2014,"2017","QS",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"helene david","QC","outremont","f","psychology","election",2014-04-07,2014,"NA","PLQ",41,2014-04-07,2018-08-23,NA,"CAN","QCASSNAT"
"helene david","QC","margueritebourgeoys","f","psychology","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"david","CAN","QCASSNAT"
"diane decourcy","QC","cremazie","f","education","election",2012-09-04,2012,"2014","PQ",40,2012-09-04,2014-03-05,"decourcy","CAN","QCASSNAT"
"albert demartin","QC","huntingdon","m","agriculture","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"demartin","CAN","QCASSNAT"
"rita desantis","QC","bourassasauve","f","law","election",2012-09-04,2012,"2018","PLQ",40,2012-09-04,2014-03-05,"desantis","CAN","QCASSNAT"
"rita desantis","QC","bourassasauve","f","law","election",2014-04-07,2014,"2018","PLQ",41,2014-04-07,2018-08-23,"desantis","CAN","QCASSNAT"
"margaret delisle","QC","jeantalon","f","education","election",1994-09-12,1994,"2007","PLQ",35,1994-09-12,1998-11-25,"delisle","CAN","QCASSNAT"
"margaret delisle","QC","jeantalon","f","education","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"delisle","CAN","QCASSNAT"
"margaret delisle","QC","jeantalon","f","education","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"delisle","CAN","QCASSNAT"
"gerard deltell","QC","chauveau","m","journalism","election",2008-12-08,2008,"2015","ADQ",39,2008-12-08,2012-08-01,"deltell","CAN","QCASSNAT"
"gerard deltell","QC","chauveau","m","journalism","election",2012-09-04,2012,"2015","CAQ",40,2012-09-04,2014-03-05,"deltell","CAN","QCASSNAT"
"gerard deltell","QC","chauveau","m","journalism","election",2014-04-07,2014,"2015","CAQ",41,2014-04-07,2018-08-23,"deltell","CAN","QCASSNAT"
"monsef derraji","QC","nelligan","m","business","election",2018-10-01,2018,"NA","PLQ",42,2018-10-01,2022-08-28,"derraji ; m. derraji ; m.derraji","CAN","QCASSNAT"
"monsef derraji","QC","nelligan","m","business","election",2022-10-03,2022,"NA","PLQ",43,NA,NA,"derraji ; m. derraji ; m.derraji","CAN","QCASSNAT"
"robert deschamps","QC","saintmaurice","m","education","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"deschamps","CAN","QCASSNAT"
"pierre descoteaux","QC","groulx","m","law","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"descoteaux","CAN","QCASSNAT"
"remy desilets","QC","maskinonge","m","education","election",1994-09-12,1994,"2003","PQ",35,1994-09-12,1998-11-25,"desilets","CAN","QCASSNAT"
"remy desilets","QC","maskinonge","m","education","election",1998-11-30,1998,"2003","PQ",36,1998-11-30,2003-02-12,"desilets","CAN","QCASSNAT"
"serge deslieres","QC","salaberrysoulanges","m","education","election",1994-09-12,1994,"2008","PQ",35,1994-09-12,1998-11-25,"deslieres","CAN","QCASSNAT"
"serge deslieres","QC","salaberrysoulanges","m","education","election",1998-11-30,1998,"2008","PQ",36,1998-11-30,2003-02-12,"deslieres","CAN","QCASSNAT"
"serge deslieres","QC","beauharnois","m","education","election",2003-04-14,2003,"2008","PQ",37,2003-04-14,2007-02-21,"deslieres","CAN","QCASSNAT"
"serge deslieres","QC","beauharnois","m","education","election",2007-03-26,2007,"2008","PQ",38,2007-03-26,2008-11-05,"deslieres","CAN","QCASSNAT"
"michel despres","QC","limoilou","m","business","election",1998-11-30,1998,"2007","PLQ",36,1998-11-30,2003-02-12,"despres","CAN","QCASSNAT"
"michel despres","QC","jeanlesage","m","business","election",2003-04-14,2003,"2007","PLQ",37,2003-04-14,2007-02-21,"despres","CAN","QCASSNAT"
"francois desrochers","QC","mirabel","m","education","election",2007-03-26,2007,"2008","ADQ",38,2007-03-26,2008-11-05,"desrochers","CAN","QCASSNAT"
